TRAITID	SORT	TRAIT	plat	SHORTNAME	id
cg19058495	9229	cg19058495:chr19:47619855 LIPE	CPG	CPG: cg19058495:chr19:47619855 LIPE	CPG: cg19058495:chr19:47619855 LIPE
cg19071507	9230	cg19071507:chr2:70086073 0	CPG	CPG: cg19071507:chr2:70086073 0	CPG: cg19071507:chr2:70086073 0
cg19073576	9231	cg19073576:chr13:112856244 0	CPG	CPG: cg19073576:chr13:112856244 0	CPG: cg19073576:chr13:112856244 0
cg19086603	9232	cg19086603:chr13:112821159 F7;F7	CPG	CPG: cg19086603:chr13:112821159 F7;F7	CPG: cg19086603:chr13:112821159 F7;F7
cg19089070	9233	cg19089070:chr1:222609794 CNIH4	CPG	CPG: cg19089070:chr1:222609794 CNIH4	CPG: cg19089070:chr1:222609794 CNIH4
cg19116668	9234	cg19116668:chr7:99770025 PMS2L1	CPG	CPG: cg19116668:chr7:99770025 PMS2L1	CPG: cg19116668:chr7:99770025 PMS2L1
cg19121055	9235	cg19121055:chr22:18687793 DGCR6L	CPG	CPG: cg19121055:chr22:18687793 DGCR6L	CPG: cg19121055:chr22:18687793 DGCR6L
cg19137806	9236	cg19137806:chr10:134212160 INPP5A	CPG	CPG: cg19137806:chr10:134212160 INPP5A	CPG: cg19137806:chr10:134212160 INPP5A
cg19139092	9237	cg19139092:chr3:69670861 0	CPG	CPG: cg19139092:chr3:69670861 0	CPG: cg19139092:chr3:69670861 0
cg19161251	9238	cg19161251:chr1:87571156 LMO4	CPG	CPG: cg19161251:chr1:87571156 LMO4	CPG: cg19161251:chr1:87571156 LMO4
cg19178585	9239	cg19178585:chr12:108455528 UBE3B;UBE3B	CPG	CPG: cg19178585:chr12:108455528 UBE3B;UBE3B	CPG: cg19178585:chr12:108455528 UBE3B;UBE3B
cg19205064	9240	cg19205064:chr6:33392817 ZBTB22;ZBTB22	CPG	CPG: cg19205064:chr6:33392817 ZBTB22;ZBTB22	CPG: cg19205064:chr6:33392817 ZBTB22;ZBTB22
cg19230715	9241	cg19230715:chr19:56376799 0	CPG	CPG: cg19230715:chr19:56376799 0	CPG: cg19230715:chr19:56376799 0
cg19232164	9242	cg19232164:chr11:113825934 REXO2	CPG	CPG: cg19232164:chr11:113825934 REXO2	CPG: cg19232164:chr11:113825934 REXO2
cg19239278	9243	cg19239278:chr19:19374162 GATAD2A	CPG	CPG: cg19239278:chr19:19374162 GATAD2A	CPG: cg19239278:chr19:19374162 GATAD2A
cg19242112	9244	cg19242112:chr3:142147417 SLC25A36;SLC25A36	CPG	CPG: cg19242112:chr3:142147417 SLC25A36;SLC25A36	CPG: cg19242112:chr3:142147417 SLC25A36;SLC25A36
cg19244874	9245	cg19244874:chr3:12573623 MKRN2;MKRN2	CPG	CPG: cg19244874:chr3:12573623 MKRN2;MKRN2	CPG: cg19244874:chr3:12573623 MKRN2;MKRN2
cg19247032	9246	cg19247032:chr21:42659796 TFF1	CPG	CPG: cg19247032:chr21:42659796 TFF1	CPG: cg19247032:chr21:42659796 TFF1
cg19258508	9247	cg19258508:chr6:31517522 0	CPG	CPG: cg19258508:chr6:31517522 0	CPG: cg19258508:chr6:31517522 0
cg19267551	9248	cg19267551:chr6:32172139 TNXB	CPG	CPG: cg19267551:chr6:32172139 TNXB	CPG: cg19267551:chr6:32172139 TNXB
cg19279346	9249	cg19279346:chr19:59477330 LILRB2;LILRB2	CPG	CPG: cg19279346:chr19:59477330 LILRB2;LILRB2	CPG: cg19279346:chr19:59477330 LILRB2;LILRB2
cg19304346	9250	cg19304346:chr1:147557461 LOC388692	CPG	CPG: cg19304346:chr1:147557461 LOC388692	CPG: cg19304346:chr1:147557461 LOC388692
cg19305527	9251	cg19305527:chr2:225143082 CUL3	CPG	CPG: cg19305527:chr2:225143082 CUL3	CPG: cg19305527:chr2:225143082 CUL3
cg19328051	9252	cg19328051:chr18:12370944 0	CPG	CPG: cg19328051:chr18:12370944 0	CPG: cg19328051:chr18:12370944 0
cg19328682	9253	cg19328682:chr18:46061698 MBD1;MBD1;MBD1;MBD1;MBD1	CPG	CPG: cg19328682:chr18:46061698 MBD1;MBD1;MBD1;MBD1;MBD1	CPG: cg19328682:chr18:46061698 MBD1;MBD1;MBD1;MBD1;MBD1
cg19331876	9254	cg19331876:chr21:37496599 TTC3;TTC3	CPG	CPG: cg19331876:chr21:37496599 TTC3;TTC3	CPG: cg19331876:chr21:37496599 TTC3;TTC3
cg19357305	9255	cg19357305:chr20:31696008 CBFA2T2;CBFA2T2;CBFA2T2	CPG	CPG: cg19357305:chr20:31696008 CBFA2T2;CBFA2T2;CBFA2T2	CPG: cg19357305:chr20:31696008 CBFA2T2;CBFA2T2;CBFA2T2
cg19362478	9256	cg19362478:chr1:42193047 0	CPG	CPG: cg19362478:chr1:42193047 0	CPG: cg19362478:chr1:42193047 0
cg19367859	9257	cg19367859:chr6:31637876 0	CPG	CPG: cg19367859:chr6:31637876 0	CPG: cg19367859:chr6:31637876 0
cg19371652	9258	cg19371652:chr12:111900266 OAS2;OAS2;OAS2	CPG	CPG: cg19371652:chr12:111900266 OAS2;OAS2;OAS2	CPG: cg19371652:chr12:111900266 OAS2;OAS2;OAS2
cg19378892	9259	cg19378892:chr1:157550160 OR10J3	CPG	CPG: cg19378892:chr1:157550160 OR10J3	CPG: cg19378892:chr1:157550160 OR10J3
cg19383974	9260	cg19383974:chr1:33236230 0	CPG	CPG: cg19383974:chr1:33236230 0	CPG: cg19383974:chr1:33236230 0
cg19393677	9261	cg19393677:chr15:65628461 MAP2K5;MAP2K5	CPG	CPG: cg19393677:chr15:65628461 MAP2K5;MAP2K5	CPG: cg19393677:chr15:65628461 MAP2K5;MAP2K5
cg19393755	9262	cg19393755:chr17:68769696 CPSF4L	CPG	CPG: cg19393755:chr17:68769696 CPSF4L	CPG: cg19393755:chr17:68769696 CPSF4L
cg19399100	9263	cg19399100:chr4:70554284 0	CPG	CPG: cg19399100:chr4:70554284 0	CPG: cg19399100:chr4:70554284 0
cg19401149	9264	cg19401149:chr8:6784028 DEFA4	CPG	CPG: cg19401149:chr8:6784028 DEFA4	CPG: cg19401149:chr8:6784028 DEFA4
cg19411922	9265	cg19411922:chr8:82175130 PAG1	CPG	CPG: cg19411922:chr8:82175130 PAG1	CPG: cg19411922:chr8:82175130 PAG1
cg19434937	9266	cg19434937:chr12:6974445 LPCAT3	CPG	CPG: cg19434937:chr12:6974445 LPCAT3	CPG: cg19434937:chr12:6974445 LPCAT3
cg19448292	9267	cg19448292:chr20:34937478 C20orf118	CPG	CPG: cg19448292:chr20:34937478 C20orf118	CPG: cg19448292:chr20:34937478 C20orf118
cg19466875	9268	cg19466875:chr7:68706004 AUTS2;AUTS2;AUTS2	CPG	CPG: cg19466875:chr7:68706004 AUTS2;AUTS2;AUTS2	CPG: cg19466875:chr7:68706004 AUTS2;AUTS2;AUTS2
cg19475270	9269	cg19475270:chr19:2010698 0	CPG	CPG: cg19475270:chr19:2010698 0	CPG: cg19475270:chr19:2010698 0
cg19490609	9270	cg19490609:chr6:25923776 SLC17A1	CPG	CPG: cg19490609:chr6:25923776 SLC17A1	CPG: cg19490609:chr6:25923776 SLC17A1
cg19492498	9271	cg19492498:chr10:54201466 MBL2	CPG	CPG: cg19492498:chr10:54201466 MBL2	CPG: cg19492498:chr10:54201466 MBL2
cg19515081	9272	cg19515081:chr14:104339537 ZBTB42	CPG	CPG: cg19515081:chr14:104339537 ZBTB42	CPG: cg19515081:chr14:104339537 ZBTB42
cg19528610	9273	cg19528610:chr8:33461735 MAK16	CPG	CPG: cg19528610:chr8:33461735 MAK16	CPG: cg19528610:chr8:33461735 MAK16
cg19534769	9274	cg19534769:chr4:3420924 HGFAC	CPG	CPG: cg19534769:chr4:3420924 HGFAC	CPG: cg19534769:chr4:3420924 HGFAC
cg19535004	9275	cg19535004:chr11:59142152 0	CPG	CPG: cg19535004:chr11:59142152 0	CPG: cg19535004:chr11:59142152 0
cg19561607	9276	cg19561607:chr12:24994440 BCAT1	CPG	CPG: cg19561607:chr12:24994440 BCAT1	CPG: cg19561607:chr12:24994440 BCAT1
cg19586027	9277	cg19586027:chr14:68324379 ZFP36L1	CPG	CPG: cg19586027:chr14:68324379 ZFP36L1	CPG: cg19586027:chr14:68324379 ZFP36L1
cg19586698	9278	cg19586698:chr8:92167027 OTUD6B	CPG	CPG: cg19586698:chr8:92167027 OTUD6B	CPG: cg19586698:chr8:92167027 OTUD6B
cg19597449	9279	cg19597449:chr19:8023924 CCL25	CPG	CPG: cg19597449:chr19:8023924 CCL25	CPG: cg19597449:chr19:8023924 CCL25
cg19609644	9280	cg19609644:chr8:125282629 0	CPG	CPG: cg19609644:chr8:125282629 0	CPG: cg19609644:chr8:125282629 0
cg19619956	9281	cg19619956:chr5:176900163 FAM193B;FAM193B	CPG	CPG: cg19619956:chr5:176900163 FAM193B;FAM193B	CPG: cg19619956:chr5:176900163 FAM193B;FAM193B
cg19674166	9282	cg19674166:chr4:95676429 PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5	CPG	CPG: cg19674166:chr4:95676429 PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5	CPG: cg19674166:chr4:95676429 PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5
cg19682024	9283	cg19682024:chr14:73078012 HEATR4;ACOT1	CPG	CPG: cg19682024:chr14:73078012 HEATR4;ACOT1	CPG: cg19682024:chr14:73078012 HEATR4;ACOT1
cg19688203	9284	cg19688203:chr14:101464531 0	CPG	CPG: cg19688203:chr14:101464531 0	CPG: cg19688203:chr14:101464531 0
cg19693031	9285	cg19693031:chr1:144152909 TXNIP	CPG	CPG: cg19693031:chr1:144152909 TXNIP	CPG: cg19693031:chr1:144152909 TXNIP
cg19696679	9286	cg19696679:chr19:7242221 INSR;INSR	CPG	CPG: cg19696679:chr19:7242221 INSR;INSR	CPG: cg19696679:chr19:7242221 INSR;INSR
cg19700328	9287	cg19700328:chr14:105099613 0	CPG	CPG: cg19700328:chr14:105099613 0	CPG: cg19700328:chr14:105099613 0
cg19704630	9288	cg19704630:chr17:3819134 0	CPG	CPG: cg19704630:chr17:3819134 0	CPG: cg19704630:chr17:3819134 0
cg19714332	9289	cg19714332:chr13:78956899 NDFIP2;NDFIP2	CPG	CPG: cg19714332:chr13:78956899 NDFIP2;NDFIP2	CPG: cg19714332:chr13:78956899 NDFIP2;NDFIP2
cg19722706	9290	cg19722706:chr15:81523981 BTBD1;BTBD1	CPG	CPG: cg19722706:chr15:81523981 BTBD1;BTBD1	CPG: cg19722706:chr15:81523981 BTBD1;BTBD1
cg19726536	9291	cg19726536:chr5:179158143 MIR1229;MGAT4B;MGAT4B	CPG	CPG: cg19726536:chr5:179158143 MIR1229;MGAT4B;MGAT4B	CPG: cg19726536:chr5:179158143 MIR1229;MGAT4B;MGAT4B
cg19761502	9292	cg19761502:chr21:39681404 WRB;WRB	CPG	CPG: cg19761502:chr21:39681404 WRB;WRB	CPG: cg19761502:chr21:39681404 WRB;WRB
cg19764973	9293	cg19764973:chr11:59282009 STX3	CPG	CPG: cg19764973:chr11:59282009 STX3	CPG: cg19764973:chr11:59282009 STX3
cg19767650	9294	cg19767650:chr1:181871804 ARPC5;RGL1	CPG	CPG: cg19767650:chr1:181871804 ARPC5;RGL1	CPG: cg19767650:chr1:181871804 ARPC5;RGL1
cg19775269	9295	cg19775269:chr19:5239214 PTPRS;PTPRS;PTPRS;PTPRS	CPG	CPG: cg19775269:chr19:5239214 PTPRS;PTPRS;PTPRS;PTPRS	CPG: cg19775269:chr19:5239214 PTPRS;PTPRS;PTPRS;PTPRS
cg19805160	9296	cg19805160:chr1:158137355 CCDC19	CPG	CPG: cg19805160:chr1:158137355 CCDC19	CPG: cg19805160:chr1:158137355 CCDC19
cg19805943	9297	cg19805943:chr2:85786580 0	CPG	CPG: cg19805943:chr2:85786580 0	CPG: cg19805943:chr2:85786580 0
cg19825410	9298	cg19825410:chr14:105163196 0	CPG	CPG: cg19825410:chr14:105163196 0	CPG: cg19825410:chr14:105163196 0
cg19851574	9299	cg19851574:chr6:167098223 RPS6KA2	CPG	CPG: cg19851574:chr6:167098223 RPS6KA2	CPG: cg19851574:chr6:167098223 RPS6KA2
cg19859270	9300	cg19859270:chr3:99733984 GPR15	CPG	CPG: cg19859270:chr3:99733984 GPR15	CPG: cg19859270:chr3:99733984 GPR15
cg19881895	9301	cg19881895:chr11:56952116 SLC43A3;SLC43A3;SLC43A3	CPG	CPG: cg19881895:chr11:56952116 SLC43A3;SLC43A3;SLC43A3	CPG: cg19881895:chr11:56952116 SLC43A3;SLC43A3;SLC43A3
cg19901381	9302	cg19901381:chr4:1548064 0	CPG	CPG: cg19901381:chr4:1548064 0	CPG: cg19901381:chr4:1548064 0
cg19911880	9303	cg19911880:chr8:131423151 ASAP1	CPG	CPG: cg19911880:chr8:131423151 ASAP1	CPG: cg19911880:chr8:131423151 ASAP1
cg19920134	9304	cg19920134:chr7:38194395 STARD3NL	CPG	CPG: cg19920134:chr7:38194395 STARD3NL	CPG: cg19920134:chr7:38194395 STARD3NL
cg19928703	9305	cg19928703:chr13:29041971 SLC7A1	CPG	CPG: cg19928703:chr13:29041971 SLC7A1	CPG: cg19928703:chr13:29041971 SLC7A1
cg19955500	9306	cg19955500:chr5:32749795 NPR3	CPG	CPG: cg19955500:chr5:32749795 NPR3	CPG: cg19955500:chr5:32749795 NPR3
cg19975917	9307	cg19975917:chr3:189714599 LPP;LPP;LPP	CPG	CPG: cg19975917:chr3:189714599 LPP;LPP;LPP	CPG: cg19975917:chr3:189714599 LPP;LPP;LPP
cg19980151	9308	cg19980151:chr5:92940046 FLJ42709;FLJ42709	CPG	CPG: cg19980151:chr5:92940046 FLJ42709;FLJ42709	CPG: cg19980151:chr5:92940046 FLJ42709;FLJ42709
cg19982684	9309	cg19982684:chr3:129885725 0	CPG	CPG: cg19982684:chr3:129885725 0	CPG: cg19982684:chr3:129885725 0
cg19993680	9310	cg19993680:chr10:5566748 0	CPG	CPG: cg19993680:chr10:5566748 0	CPG: cg19993680:chr10:5566748 0
cg20036207	9311	cg20036207:chr19:10258031 ICAM4;ICAM4;ICAM4;ICAM1	CPG	CPG: cg20036207:chr19:10258031 ICAM4;ICAM4;ICAM4;ICAM1	CPG: cg20036207:chr19:10258031 ICAM4;ICAM4;ICAM4;ICAM1
cg20045320	9312	cg20045320:chr11:309555 0	CPG	CPG: cg20045320:chr11:309555 0	CPG: cg20045320:chr11:309555 0
cg20067801	9313	cg20067801:chr17:15342366 0	CPG	CPG: cg20067801:chr17:15342366 0	CPG: cg20067801:chr17:15342366 0
cg20076468	9314	cg20076468:chr13:112873782 PROZ	CPG	CPG: cg20076468:chr13:112873782 PROZ	CPG: cg20076468:chr13:112873782 PROZ
cg20080878	9315	cg20080878:chr8:126548252 0	CPG	CPG: cg20080878:chr8:126548252 0	CPG: cg20080878:chr8:126548252 0
cg20098015	9316	cg20098015:chr22:49318006 ODF3B	CPG	CPG: cg20098015:chr22:49318006 ODF3B	CPG: cg20098015:chr22:49318006 ODF3B
cg20113012	9317	cg20113012:chr17:68820255 CDC42EP4	CPG	CPG: cg20113012:chr17:68820255 CDC42EP4	CPG: cg20113012:chr17:68820255 CDC42EP4
cg20114524	9318	cg20114524:chr6:31028065 DPCR1	CPG	CPG: cg20114524:chr6:31028065 DPCR1	CPG: cg20114524:chr6:31028065 DPCR1
cg20139425	9319	cg20139425:chr17:40568407 ACBD4;ACBD4;ACBD4;ACBD4;ACBD4	CPG	CPG: cg20139425:chr17:40568407 ACBD4;ACBD4;ACBD4;ACBD4;ACBD4	CPG: cg20139425:chr17:40568407 ACBD4;ACBD4;ACBD4;ACBD4;ACBD4
cg20150659	9320	cg20150659:chr1:218938026 C1orf115	CPG	CPG: cg20150659:chr1:218938026 C1orf115	CPG: cg20150659:chr1:218938026 C1orf115
cg20151107	9321	cg20151107:chr10:126321415 FAM53B	CPG	CPG: cg20151107:chr10:126321415 FAM53B	CPG: cg20151107:chr10:126321415 FAM53B
cg20168751	9322	cg20168751:chr4:187303273 FAM149A	CPG	CPG: cg20168751:chr4:187303273 FAM149A	CPG: cg20168751:chr4:187303273 FAM149A
cg20189937	9323	cg20189937:chr14:49849874 ATP5S;ATP5S;L2HGDH;ATP5S	CPG	CPG: cg20189937:chr14:49849874 ATP5S;ATP5S;L2HGDH;ATP5S	CPG: cg20189937:chr14:49849874 ATP5S;ATP5S;L2HGDH;ATP5S
cg20200385	9324	cg20200385:chr10:118924958 0	CPG	CPG: cg20200385:chr10:118924958 0	CPG: cg20200385:chr10:118924958 0
cg20226253	9325	cg20226253:chr20:33486328 GDF5	CPG	CPG: cg20226253:chr20:33486328 GDF5	CPG: cg20226253:chr20:33486328 GDF5
cg20240243	9326	cg20240243:chr15:97971525 MEF2A;MEF2A;MEF2A	CPG	CPG: cg20240243:chr15:97971525 MEF2A;MEF2A;MEF2A	CPG: cg20240243:chr15:97971525 MEF2A;MEF2A;MEF2A
cg20241876	9327	cg20241876:chr6:32288023 NOTCH4	CPG	CPG: cg20241876:chr6:32288023 NOTCH4	CPG: cg20241876:chr6:32288023 NOTCH4
cg20259557	9328	cg20259557:chr8:145614434 SLC39A4	CPG	CPG: cg20259557:chr8:145614434 SLC39A4	CPG: cg20259557:chr8:145614434 SLC39A4
cg20263733	9329	cg20263733:chr3:132098983 ATP2C1;ATP2C1;ATP2C1;ATP2C1	CPG	CPG: cg20263733:chr3:132098983 ATP2C1;ATP2C1;ATP2C1;ATP2C1	CPG: cg20263733:chr3:132098983 ATP2C1;ATP2C1;ATP2C1;ATP2C1
cg20263853	9330	cg20263853:chr1:8746764 RERE;RERE	CPG	CPG: cg20263853:chr1:8746764 RERE;RERE	CPG: cg20263853:chr1:8746764 RERE;RERE
cg20290167	9331	cg20290167:chr17:78634013 METRNL	CPG	CPG: cg20290167:chr17:78634013 METRNL	CPG: cg20290167:chr17:78634013 METRNL
cg20295353	9332	cg20295353:chr14:64059599 ZBTB1;ZBTB1	CPG	CPG: cg20295353:chr14:64059599 ZBTB1;ZBTB1	CPG: cg20295353:chr14:64059599 ZBTB1;ZBTB1
cg20315954	9333	cg20315954:chr17:15078029 PMP22;PMP22;PMP22	CPG	CPG: cg20315954:chr17:15078029 PMP22;PMP22;PMP22	CPG: cg20315954:chr17:15078029 PMP22;PMP22;PMP22
cg20316440	9334	cg20316440:chr1:8380345 RERE;RERE;RERE	CPG	CPG: cg20316440:chr1:8380345 RERE;RERE;RERE	CPG: cg20316440:chr1:8380345 RERE;RERE;RERE
cg20317437	9335	cg20317437:chr1:24044707 FUCA1	CPG	CPG: cg20317437:chr1:24044707 FUCA1	CPG: cg20317437:chr1:24044707 FUCA1
cg20318353	9336	cg20318353:chr10:27189855 ABI1;ABI1;ABI1;ABI1;ABI1;ABI1;ABI1;ABI1	CPG	CPG: cg20318353:chr10:27189855 ABI1;ABI1;ABI1;ABI1;ABI1;ABI1;ABI1;ABI1	CPG: cg20318353:chr10:27189855 ABI1;ABI1;ABI1;ABI1;ABI1;ABI1;ABI1;ABI1
cg20328327	9337	cg20328327:chr7:65056723 VKORC1L1	CPG	CPG: cg20328327:chr7:65056723 VKORC1L1	CPG: cg20328327:chr7:65056723 VKORC1L1
cg20349625	9338	cg20349625:chr16:80361890 0	CPG	CPG: cg20349625:chr16:80361890 0	CPG: cg20349625:chr16:80361890 0
cg20379007	9339	cg20379007:chr12:51558085 0	CPG	CPG: cg20379007:chr12:51558085 0	CPG: cg20379007:chr12:51558085 0
cg20387304	9340	cg20387304:chr4:186971203 SORBS2;SORBS2;SORBS2	CPG	CPG: cg20387304:chr4:186971203 SORBS2;SORBS2;SORBS2	CPG: cg20387304:chr4:186971203 SORBS2;SORBS2;SORBS2
cg20405697	9341	cg20405697:chr6:30765448 NRM	CPG	CPG: cg20405697:chr6:30765448 NRM	CPG: cg20405697:chr6:30765448 NRM
cg20405742	9342	cg20405742:chr6:17041795 0	CPG	CPG: cg20405742:chr6:17041795 0	CPG: cg20405742:chr6:17041795 0
cg20415947	9343	cg20415947:chr1:233110597 0	CPG	CPG: cg20415947:chr1:233110597 0	CPG: cg20415947:chr1:233110597 0
cg20425130	9344	cg20425130:chr3:184755939 KLHL6	CPG	CPG: cg20425130:chr3:184755939 KLHL6	CPG: cg20425130:chr3:184755939 KLHL6
cg20472746	9345	cg20472746:chr13:40937334 C13orf15	CPG	CPG: cg20472746:chr13:40937334 C13orf15	CPG: cg20472746:chr13:40937334 C13orf15
cg20494424	9346	cg20494424:chr14:101040462 0	CPG	CPG: cg20494424:chr14:101040462 0	CPG: cg20494424:chr14:101040462 0
cg20503329	9347	cg20503329:chr9:100745613 COL15A1	CPG	CPG: cg20503329:chr9:100745613 COL15A1	CPG: cg20503329:chr9:100745613 COL15A1
cg20566897	9348	cg20566897:chr11:303527 IFITM1	CPG	CPG: cg20566897:chr11:303527 IFITM1	CPG: cg20566897:chr11:303527 IFITM1
cg20575173	9349	cg20575173:chr3:102710998 SENP7;SENP7	CPG	CPG: cg20575173:chr3:102710998 SENP7;SENP7	CPG: cg20575173:chr3:102710998 SENP7;SENP7
cg20608306	9350	cg20608306:chr11:116474900 SIK3	CPG	CPG: cg20608306:chr11:116474900 SIK3	CPG: cg20608306:chr11:116474900 SIK3
cg20608813	9351	cg20608813:chr12:118959647 CCDC64	CPG	CPG: cg20608813:chr12:118959647 CCDC64	CPG: cg20608813:chr12:118959647 CCDC64
cg20673965	9352	cg20673965:chr19:48911988 IRGC	CPG	CPG: cg20673965:chr19:48911988 IRGC	CPG: cg20673965:chr19:48911988 IRGC
cg20713968	9353	cg20713968:chr8:1724971 0	CPG	CPG: cg20713968:chr8:1724971 0	CPG: cg20713968:chr8:1724971 0
cg20727124	9354	cg20727124:chr21:41442529 C21orf130	CPG	CPG: cg20727124:chr21:41442529 C21orf130	CPG: cg20727124:chr21:41442529 C21orf130
cg20774312	9355	cg20774312:chr6:167097603 RPS6KA2	CPG	CPG: cg20774312:chr6:167097603 RPS6KA2	CPG: cg20774312:chr6:167097603 RPS6KA2
cg20836212	9356	cg20836212:chr7:65056620 VKORC1L1	CPG	CPG: cg20836212:chr7:65056620 VKORC1L1	CPG: cg20836212:chr7:65056620 VKORC1L1
cg20840540	9357	cg20840540:chr6:42471727 TRERF1	CPG	CPG: cg20840540:chr6:42471727 TRERF1	CPG: cg20840540:chr6:42471727 TRERF1
cg20866785	9358	cg20866785:chr4:148953330 ARHGAP10	CPG	CPG: cg20866785:chr4:148953330 ARHGAP10	CPG: cg20866785:chr4:148953330 ARHGAP10
cg20870298	9359	cg20870298:chr14:103639282 ASPG	CPG	CPG: cg20870298:chr14:103639282 ASPG	CPG: cg20870298:chr14:103639282 ASPG
cg20885063	9360	cg20885063:chr17:17880144 ATPAF2	CPG	CPG: cg20885063:chr17:17880144 ATPAF2	CPG: cg20885063:chr17:17880144 ATPAF2
cg20891917	9361	cg20891917:chr7:111851267 IFRD1	CPG	CPG: cg20891917:chr7:111851267 IFRD1	CPG: cg20891917:chr7:111851267 IFRD1
cg20923498	9362	cg20923498:chr2:98463352 INPP4A;INPP4A;INPP4A;INPP4A	CPG	CPG: cg20923498:chr2:98463352 INPP4A;INPP4A;INPP4A;INPP4A	CPG: cg20923498:chr2:98463352 INPP4A;INPP4A;INPP4A;INPP4A
cg20930815	9363	cg20930815:chr11:9055969 SCUBE2;SCUBE2	CPG	CPG: cg20930815:chr11:9055969 SCUBE2;SCUBE2	CPG: cg20930815:chr11:9055969 SCUBE2;SCUBE2
cg20952652	9364	cg20952652:chr2:106123799 UXS1	CPG	CPG: cg20952652:chr2:106123799 UXS1	CPG: cg20952652:chr2:106123799 UXS1
cg20981184	9365	cg20981184:chr14:95049569 0	CPG	CPG: cg20981184:chr14:95049569 0	CPG: cg20981184:chr14:95049569 0
cg21009520	9366	cg21009520:chr6:14029184 0	CPG	CPG: cg21009520:chr6:14029184 0	CPG: cg21009520:chr6:14029184 0
cg21036605	9367	cg21036605:chr6:79849010 0	CPG	CPG: cg21036605:chr6:79849010 0	CPG: cg21036605:chr6:79849010 0
cg21042333	9368	cg21042333:chr19:54230640 SNAR-G1;CGB1	CPG	CPG: cg21042333:chr19:54230640 SNAR-G1;CGB1	CPG: cg21042333:chr19:54230640 SNAR-G1;CGB1
cg21045547	9369	cg21045547:chr20:34856117 C20orf117;C20orf117	CPG	CPG: cg21045547:chr20:34856117 C20orf117;C20orf117	CPG: cg21045547:chr20:34856117 C20orf117;C20orf117
cg21051815	9370	cg21051815:chr11:1498970 HCCA2	CPG	CPG: cg21051815:chr11:1498970 HCCA2	CPG: cg21051815:chr11:1498970 HCCA2
cg21055948	9371	cg21055948:chr7:80068464 CD36	CPG	CPG: cg21055948:chr7:80068464 CD36	CPG: cg21055948:chr7:80068464 CD36
cg21062760	9372	cg21062760:chr19:40897414 ZBTB32	CPG	CPG: cg21062760:chr19:40897414 ZBTB32	CPG: cg21062760:chr19:40897414 ZBTB32
cg21067750	9373	cg21067750:chr15:38429070 PHGR1	CPG	CPG: cg21067750:chr15:38429070 PHGR1	CPG: cg21067750:chr15:38429070 PHGR1
cg21073212	9374	cg21073212:chr20:30330162 KIF3B	CPG	CPG: cg21073212:chr20:30330162 KIF3B	CPG: cg21073212:chr20:30330162 KIF3B
cg21073650	9375	cg21073650:chr3:120798044 PLA1A	CPG	CPG: cg21073650:chr3:120798044 PLA1A	CPG: cg21073650:chr3:120798044 PLA1A
cg21082122	9376	cg21082122:chr2:3286524 TSSC1	CPG	CPG: cg21082122:chr2:3286524 TSSC1	CPG: cg21082122:chr2:3286524 TSSC1
cg21104363	9377	cg21104363:chr7:65056683 VKORC1L1	CPG	CPG: cg21104363:chr7:65056683 VKORC1L1	CPG: cg21104363:chr7:65056683 VKORC1L1
cg21106695	9378	cg21106695:chr14:96439817 0	CPG	CPG: cg21106695:chr14:96439817 0	CPG: cg21106695:chr14:96439817 0
cg21114725	9379	cg21114725:chr3:133598040 0	CPG	CPG: cg21114725:chr3:133598040 0	CPG: cg21114725:chr3:133598040 0
cg21140028	9380	cg21140028:chr12:19279492 PLEKHA5;PLEKHA5	CPG	CPG: cg21140028:chr12:19279492 PLEKHA5;PLEKHA5	CPG: cg21140028:chr12:19279492 PLEKHA5;PLEKHA5
cg21141030	9381	cg21141030:chr15:63363557 PARP16	CPG	CPG: cg21141030:chr15:63363557 PARP16	CPG: cg21141030:chr15:63363557 PARP16
cg21160290	9382	cg21160290:chr9:135139762 ABO	CPG	CPG: cg21160290:chr9:135139762 ABO	CPG: cg21160290:chr9:135139762 ABO
cg21161138	9383	cg21161138:chr5:452360 AHRR	CPG	CPG: cg21161138:chr5:452360 AHRR	CPG: cg21161138:chr5:452360 AHRR
cg21163444	9384	cg21163444:chr12:53051937 ZNF385A;ZNF385A;ZNF385A	CPG	CPG: cg21163444:chr12:53051937 ZNF385A;ZNF385A;ZNF385A	CPG: cg21163444:chr12:53051937 ZNF385A;ZNF385A;ZNF385A
cg21168444	9385	cg21168444:chr12:11787362 ETV6	CPG	CPG: cg21168444:chr12:11787362 ETV6	CPG: cg21168444:chr12:11787362 ETV6
cg21202529	9386	cg21202529:chr7:20623028 ABCB5	CPG	CPG: cg21202529:chr7:20623028 ABCB5	CPG: cg21202529:chr7:20623028 ABCB5
cg21207418	9387	cg21207418:chr19:11549711 ACP5;ACP5;ACP5;ACP5	CPG	CPG: cg21207418:chr19:11549711 ACP5;ACP5;ACP5;ACP5	CPG: cg21207418:chr19:11549711 ACP5;ACP5;ACP5;ACP5
cg21220387	9388	cg21220387:chr1:116113272 CASQ2	CPG	CPG: cg21220387:chr1:116113272 CASQ2	CPG: cg21220387:chr1:116113272 CASQ2
